Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"13/06/2019","93 BELARMINE PLAZA, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","99 BEAUMONT RD, BEAUMONT, DUBLIN","Dublin 9","Dublin","€335,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","ANNAGHKEEN, LEOPARDSTOWN RD, FOXROCK DUBLIN 18","Dublin 18","Dublin","€3,200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APARTMENT 1 THE COURTYARD, NORTH GREAT GEORGES STREET, DUBLIN 1","","Dublin","€291,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 12 GREYGATES, ROEBUCK AVENUE, MOUNT MERRION","","Dublin","€572,687.22","No","Yes","New Dwelling house /Apartment",""
"13/06/2019","APT 21 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 22 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 23 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 24 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 25 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 26 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 27 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,528.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 28 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 29 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 30 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 31 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 32 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 32, 52 MOUNTJOY SQ SOUTH, DUBLIN 1","Dublin 1","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 33 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 34 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 35 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 36 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 37 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 38 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 39 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 40 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 41 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,528.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 42 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 43 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 44 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 45 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 46 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 47 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","APT 48 DEAN SWIFT BLOCK, WESTPARK APTS, CITYWEST","Dublin 24","Dublin","€246,428.57","No","No","Second-Hand Dwelling house /Apartment",""
"13/06/2019","EVANS LODGE, KILLOSSERY, SWORDS","","Dublin","€565,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","1 Cnoc Dubh Crescent, Ballyboughal, County Dublin","","Dublin","€317,180.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","1 HEATH SQ, MCKEE AVE, DUBLIN 11","Dublin 11","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","1 THE VILLAGE, NEW BETTYGLEN, WATERMILL ROAD RAHENY","","Dublin","€423,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","10 OLD PODDLE PARK, KIMMAGE, DUBLIN 12","","Dublin","€421,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","106 MCKEE ROAD, FINGLAS, DUBLIN 11","","Dublin","€199,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","11 BLACKGLEN HEATH, BELMONT, AIKENS VILLAGE  STEPASIDE","","Dublin","€469,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","11 TRIMLESTON AVE, BOOTERSTOWN, DUBLIN","","Dublin","€740,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","12 13  14 & 15, Stanford House, Westminster Road","","Dublin","€1,894,273.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","12 Somerton Crescent, Newcastle Road, lucan","","Dublin","€493,392.07","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","12 THE OLD DISTILLERY, BERESFORD STREET, DUBLIN 7","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","121 GRANGE RD, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€581,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","124 DOWLAND RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","128 OXMANTOWN RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","13 ABBEYWOOD CRESCENT, LUCAN, DUBLIN","","Dublin","€310,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","13 CASTLEGRANGE ROW, CASTAHEANY, DUBLIN 15","Dublin 15","Dublin","€269,000.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","13 CHURCH PARK COURT, CO DUBLIN","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","13 LEINSTER ST NORTH, PHIBSBOROUGH, DUBLIN","Dublin 7","Dublin","€455,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","131 BANNOW RD, CABRA WEST, DUBLIN 7","Dublin 7","Dublin","€268,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","132 CROMWELLSFORT RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€412,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","14 Cedarview, Northwood, Santry","","Dublin","€409,691.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","14 DRUMMARTIN PARK, DUNDRUM, DUBLIN 14","Dublin 14","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","14 GROVE RD, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","14 MOYLARAGH MEWS, BALBRIGGAN, DUBLIN","","Dublin","€162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","14 OVOCA RD, DUBLIN 8, DUBLIN","Dublin 8","Dublin","€690,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","14 RICHMOND RD, DRUMCONDRA, DUBLIN 3","Dublin 3","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","14 Somerton Lawns, Newcastle Road, Lucan","","Dublin","€308,370.04","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","15 CASTLEGRANGE LAWN, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€207,470.01","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","15 CORBAWN CLOSE, SHANKILL, DUBLIN 18","Dublin 18","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","15 KELLYS BAY MOORINGS, SKERRIES, DUBLIN","","Dublin","€270,213.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","158 BROADMEADOWS, SWORDS, DUBLIN","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","15A BEECHLAWN GREEN, ARTANE, DUBLIN 5","Dublin 5","Dublin","€392,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","162 BLOCK D BELFRY HALL, CITYWEST RD, DUBLIN 24","Dublin 24","Dublin","€214,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","17 HOMELAWN DRIVE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€249,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","172 MCKEE AVE, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€307,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","176 RATHFARNHAM RD, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€760,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","179 MANGERTON ROAD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","18 CARYSFORT PARK, BLACKROCK, DUBLIN","","Dublin","€764,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","18 FLEURVILLE, BLACKROCK, DUBLIN","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","18 GREENVILLE AVE, THE TENTERS, SOUTH CIRCULAR RD","Dublin 8","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","18 ODONOGHUE ST, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","18 SMITHFIELD GATE, DUBLIN 7","Dublin 7","Dublin","€257,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","19 MARYFIELD CRESCENT, ARTANE, DUBLIN 5","","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","19 TYRECONNEL, INCHICORE, DUBLIN","Dublin 8","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","2 1 BEAUMOUNT HOUSE, TERENURE ROAD EAST, DUBLIN 6","","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","2 Castlechurch Rise, Newcastle","","Dublin","€312,775.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","2 RATHBORNE SQUARE, RATHBORNE, ASHTOWN","Dublin 15","Dublin","€330,396.47","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","2 Somerton Way, Newcastle Road, Lucan","","Dublin","€370,000.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","22 THE WAY, HUNTERS RUN, NAVAN RD DUBLIN 15","Dublin 15","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","24 HOLYWELL GROVE, HOLYWELL SWORDS, FELTRIM HALL","","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","248 CASTLEFORBES SQ, DUBLIN 1, DUBLIN CITY","Dublin 1","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","26 FAICHE CHNOC NA PAIRCE, CILL NA MANACH, TAMHLACHT","Dublin 24","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","26 ST KEVINS RD, PORTOBELLO, DUBLIN 8","Dublin 8","Dublin","€695,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","27 ST JARLATH ROAD, CABRA, DUBLIN 7","Dublin 7","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","29 COULSON AVENUE, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€462,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","3 COLMCILLE COURT, SWORDS, CO DUBLIN","","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","3 DURSEY ROW, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€223,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","3 Muileann Mews, Kettle's Lane, Kinsealy","","Dublin","€299,559.47","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","3 THE PARK, GRANGE MANOR, LUCAN","","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","31 MOUNTJOY ST, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","32 Ardsolus, Old Naas Road, Brownsbarn","","Dublin","€299,559.47","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","33 CASEMENT GROVE, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","33 Somerton Way, Newcastle Road, Lucan","","Dublin","€396,475.77","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","34 Royal Canal Avenue, Royal Canal Park, Ratoath Road","","Dublin","€427,312.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","35 BALLINTYRE DOWNS, BALLINTEER AVE, DUBLIN 16","Dublin 16","Dublin","€520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","35 TEMPLE LAWNS, NORTHWOOD PARK, SANTRY DUBLIN 9","Dublin 9","Dublin","€306,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","35 WOODFORD DOWNS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","36 EMERALD SQ, CORK ST, DUBLIN 8","Dublin 8","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","36 LITTLEWOOD, STEPASIDE, DUBLIN","Dublin 18","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","37 MOUNT PROSPECT PARK, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","37 RATHMINES TOWN CENTRE, LOWER RATHMINES RD, DUBLIN 6","Dublin 6","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","38 GRATTAN LODGE, BALGRIFFIN, DUBLIN 13","Dublin 13","Dublin","€445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","4 ST COLMCILLE CT, SWORDS, DUBLIN","","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","40 CROTTY AVE, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","40 Hazelbrook, Kinsealy Lane, Malahide","","Dublin","€814,978.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","42 LEINSTER ST, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","43 CASTLELAND PARKWAY, BALBRIGGAN","","Dublin","€255,175.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","48 B SEVEN OAKS, SARSFIELD RD, INCHICORE DUBLIN 8","Dublin 10","Dublin","€175,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","48 CHANDLER BUILDING, THE VILLAGE, RATHBORNE ASHTOWN DUBLIN 15","Dublin 15","Dublin","€364,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","48 FURRY PARK COURT, HOWTH RD, KILLESTER","Dublin 5","Dublin","€429,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","5 TYRCONNELL PLACE, TYRCONNELL RD, INCHICORE DUBLIN 8","Dublin 8","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","50 BANCROFT PARK, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","50 SAUL RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","53 CARNDONAGH PARK, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","54 CEDAR BROOK AVENUE, CHERRY ORCHARD, DUBLIN 10","Dublin 10","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","56 CHAPELGATE, ST ALPHONSUS RD, DRUMCONDRA DUBLIN 9","Dublin 9","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","56 CROMLECH FIELDS, BALLYBRACK, DUBLIN","","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","56 HAMPTON PARK, ST HELENS WOOD, BOOTERSTOWN","","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","6 MOUNT PROSPECT GROVE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€597,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","6 STONEPARK ABBEY, RATHFARNHAM, DUBLIN 4","Dublin 14","Dublin","€580,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","6 The Ropery, South Lotts Road, Dublin 4","Dublin 4","Dublin","€643,171.00","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","60 UPPER DRUMCONDRA RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","64 RATHDOWN RD, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","66 Barnwell Woods, Hansfield, Dublin 15","Dublin 15","Dublin","€290,748.90","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","67 MILLRACE RD, PHOENIX PARK RACECOURSE, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","69 BELVILLE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€333,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","7 BELARMINE GROVE, BELARMINE WOODS, STEPASIDE","","Dublin","€487,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","7 Newlands Grove, Knockmeenagh Road, Clondalkin","Dublin 22","Dublin","€427,312.78","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","70 BELVILLE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€333,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","70 GREENTREES RD, TERENURE, DUBLIN 12","Dublin 12","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","70 WOOD AVENS LUCAN RD, CLONDALKIN DUBLIN 22, DUBLIN","Dublin 22","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","75 IVY COURT, BEAUMONT WOODS, BEAUMONT DUBLIN 9","Dublin 9","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","77 PATRICK ST, DUN LAOGHAIRE, CO DUBLIN","","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","78 ANALLY GROVE ONGAR, CLONSILLA DUBLIN 15, DUBLIN","Dublin 15","Dublin","€166,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","8  Muileann Mews, Kettle's Lane, Kinsealy","","Dublin","€308,371.23","No","Yes","New Dwelling house /Apartment",""
"14/06/2019","8 GRANBY HALL, GRANBY ROW, DUBLIN 1","Dublin 1","Dublin","€225,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","8 LARKFIELD AVE, LUCAN, DUBLIN","","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","8 THE WILLOW, STEPASIDE, PARKVIEW APPARTMENTS DUBLIN 18","Dublin 18","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","86 SHREWSBURY, SHREWBURY PARK, MERRION ROAD BALLSBRIDGE","","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","88 CHAPEL GATE, BALBRIGGAN, DUBLIN","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","88 TOLKA RD, CLONLIFFE RD, DUBLIN 3","Dublin 3","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","9 KINVARA GROVE, NAVAN RD, DUBLIN 7","Dublin 7","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","9 MILL RACE CRESCENT, SAGGART, DUBLIN","Dublin 24","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","9 THE OAKS, GROVE HOUSE, MILLTOWN DUBLIN 6","Dublin 14","Dublin","€705,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","9 WHITE CHURCH ABBEY, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€472,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","99 THE DALE, HEIGHTS, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","APT 1 54, CAPEL ST, DUBLIN 1","Dublin 15","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","APT 10, 33 MOUNTJOY SQ, DUBLIN 1","Dublin 1","Dublin","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","APT 19 MERIDIAN COURT, ROYAL CANAL PARK, DUBLIN 15","Dublin 15","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","APT 1, 55 CAPEL ST, DUBLIN 1","Dublin 1","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","APT 21, 59 PEMBROOK RD, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin","€520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","APT 22, BRIDGEWATER HALL, DUBLIN 1","Dublin 1","Dublin","€184,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","APT 24, ST PATRICKS COURT, CLANBRASSIL ST DUBLIN 8","Dublin 8","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","APTMENT  48, HARBOUR MASTER SQUARE, IFSC DUBLIN1","Dublin 1","Dublin","€345,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","COOLATRATH, THE WARD, DUBLIN","Dublin 11","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","CORRS LANE SANDY HILLS, RUSH, DUBLIN","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","GLENCREE, 60 KNOCKLYON ROAD, DUBLIN 16","","Dublin","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","ROCKMOUNT, 2 WILLOW GROVE, CORNELSCOURT DUBLIN 18","Dublin 18","Dublin","€790,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","TURNBERRY, KERRYMOUNT AVE, FOXROCK DUBLIN 18","Dublin 18","Dublin","€3,100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","TWAYBLADE, BALLYEDMONDUFF ROAD, STEPASIDE","Dublin 18","Dublin","€820,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/06/2019","Unit 9, Rathbourne Vale, Rathbourne","Dublin 15","Dublin","€325,991.00","No","Yes","New Dwelling house /Apartment",""
"15/06/2019","11 THE GREEN, MILLERS GLEN, SWORDS","","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2019","27 HANSTED WAY, LUCAN, DUBLIN","","Dublin","€292,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2019","68 MOUNT ALBANY, NEWTOWNPARK AVE, BLACKROCK","","Dublin","€540,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2019","12 CASTLEGRANGE ROW, CASTAHEANY, DUBLIN 15","Dublin 15","Dublin","€258,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2019","1 Stone Masons Court, Fortunestown Lane, Citywest","","Dublin","€377,945.27","No","Yes","New Dwelling house /Apartment",""
"17/06/2019","10 CASTLE LAWNS, KILGOBBIN WOODS, DUBLIN 18","Dublin 18","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
