Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"08/02/2019","120 LARKFIELD GARDENS, HAROLDS CROSS, DUBLIN 6W","","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","14 CARRICKBRACK HEATH, SUTTON, DUBLIN 13","Dublin 13","Dublin","€825,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","14 Somerton Way, Newcastle Road, Lucan","","Dublin","€325,991.18","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","140 LIOSCIAN, SWORDS, DUBLIN","","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","15 FAIRLAWN PARK, FINGLAS SOUTH, DUBLIN 11","Dublin 11","Dublin","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","15 Grangeabbey, Abbey Road, Monkstown","","Dublin","€563,876.65","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","15 The Close, Scholarstown Wood, Scholarstown Road","Dublin 16","Dublin","€462,555.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","151 KINGS COURT, PARNELL ST, DUBLIN","Dublin 1","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","154 HOWTH RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€1,250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","156 HARMONSTOWN RD, ARTANE, DUBLIN 5","Dublin 5","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","16 Enderly, Cunningham Drive, Dalkey","","Dublin","€1,850,220.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","17 WEIR HOUSE RIVERVIEW, RICHMOND RD DUBLIN 3, DUBLIN 3","Dublin 3","Dublin","€237,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","171 COMERAGH RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","18 SMITH VILLAS, YORK RD, DUN LAOGHAIRE","","Dublin","€202,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","18 TRINITY PLAZA, TARA ST, DUBLIN 2","Dublin 2","Dublin","€432,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","18 TURVEY GROVE, DONABATE, DUBLIN","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","19 GLENGARRIFF PARADE, PHIBSBOROUGH, DUBLIN","Dublin 7","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","190 ARDMORE DR, ARTANE, DUBLIN 5","Dublin 5","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","2 ASH PARK HEATH, LUCAN, DUBLIN","","Dublin","€365,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","2 ELM HOUSE, MESPIL ESTATE, DUBLIN 2","Dublin 4","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","2 Larkfield Dale, Clay Farm, Leopardstown","","Dublin","€480,176.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","20 BREMORE PASTURES AVE, BALBRIGGAN, DUBLIN","","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","20 CARDY ROCK AVE, CARDY ROCK VIEW, BALBRIGGAN","","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","20 NEWHAVEN AVE, BALBRIGGAN, DUBLIN","","Dublin","€199,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","20 SHANDON CRESCENT, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","24-27 Collinstown Grove, Clondalkin","Dublin 22","Dublin","€100,000.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","24 TRINITY PLAZA, TARA ST, DUBLIN 2","Dublin 2","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","25 Beltree Avenue, Beltree, Clongriffin","Dublin 13","Dublin","€338,834.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","26 SHANVARNA RD, SANTRY, DUBLIN 9","Dublin 9","Dublin","€244,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","27 OAK DRIVE, ROYAL OAK, SANTRY","Dublin 9","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","27A MILLBROOK RD, KILBARRACK, DUBLIN 13","Dublin 13","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","29 FRANKFORT AVE, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","29 WELLINGTON LODGE, SERPENTINE AVE, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","3 Rathmill Glen, Rathmill Manor, Rathcoole","","Dublin","€348,018.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","3 SANDYFORD HALL GROVE, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€447,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","3 THE LINNETT, BARNAGEERAGH COVE, SKERRIES","","Dublin","€358,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","31 ANNFIELD DR, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€267,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","31 St Pancras Avenue, Mount Tallant Avenue, Terenure","Dublin 6w","Dublin","€801,762.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","32 ESKER MANOR LUCAN, DUBLIN","","Dublin","€204,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","34 BOWBRIDGE PLACE, DUBLIN 8","Dublin 8","Dublin","€280,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","34 THE PADDOCKS SQ, LUCAN, DUBLIN","","Dublin","€272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","35 WOODLAWN PARK DR, FIRHOUSE, DUBLIN","Dublin 24","Dublin","€381,155.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","36 BOWBRIDGE PLACE, DUBLIN 8","Dublin 8","Dublin","€280,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","37 SYNGE ST, PORTOBELLO, DUBLIN 8","Dublin 8","Dublin","€1,400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","39 Ashfield Avenue, Ridgewood, Swords","","Dublin","€356,380.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","4 GLENTWORTH PARK, ARD NA GREINE, MALAHIDE RD DUBLIN 13","Dublin 13","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","40 CREMORE HEIGHTS, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","44 ANNFIELD CRESCENT, CARPENTERSTOWN, DUBLIN 15","Dublin 15","Dublin","€289,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","44 THE WELLINGTON, RIVERPARK APTS, CONYNGHAM RD DUBLIN 8","Dublin 8","Dublin","€352,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","46 FORTUNE WALK, CITYWEST, SAGGART","Dublin 24","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","5 MILLCOURT DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","5 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","53 CHURCHFIELDS, MILLTOWN, DUBLIN 14","Dublin 14","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","55 EDENMORE CRESCENT, RAHENY, DUBLIN 5","Dublin 5","Dublin","€302,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","57 KIMMAGE GROVE, KIMMAGE, DUBLIN 6W","","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","58 HOLLYBANK AVE LOWER, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€882,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","58 THE SQUARE, LARCH HILL, DUBLIN 17","Dublin 17","Dublin","€223,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","6 BRACKENWOOD LANE, FLEMINGTON, BALBRIGGAN","","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","65 BAILE NA LAOCHRA, POPPINTREE, BALLYMUN","Dublin 11","Dublin","€156,563.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","66 BROADFIELD HALL, TALLAGHT CROSS EAST, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€282,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","69 BAILE NA LAOCHRA, POPPINTREE, BALLYMUN","Dublin 11","Dublin","€156,563.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","69 HOLYWELL DRIVE, GORSEHILL, SWORDS","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","7 CEDARBROOK AVE, CHERRY ORCHARD, DUBLIN 10","Dublin 10","Dublin","€196,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","71 Drynam Avenue, Kettle's Lane, Kinsealy","","Dublin","€268,722.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","75 Drynam Avenue, Kettles Lane, Kinsealy","","Dublin","€312,926.83","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","77 Drynam Avenue, Kettles Lane, Kinsealy","","Dublin","€295,154.18","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","78 HOLLYBROOK RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€680,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","8 Elder Heath Downs, Elder Heath, Kiltipper Road","","Dublin","€275,000.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","81 Drynam Avenue, Kettle's Lane, Kinsealy","","Dublin","€335,000.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","84 THE CASINO, MALAHIDE, DUBLIN","","Dublin","€405,286.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","85 Drynam Avenue, Kettles Lane, Kinsealy","","Dublin","€352,432.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2019","88 DALCASSIAN DOWNS, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€419,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","94 EDEN VILLAS, GLASTHULE, CO DUBLIN","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APARTMENT 19, ARDILAUN COURT, CLONTARF","Dublin 3","Dublin","€453,744.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","APARTMENT 1, 17 MAIN ST, RAHENY","Dublin 5","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 11 BLOCK E1, THE STOCKYEAR THE STEELWORKS, FOLEY ST DUBLIN 1","Dublin 1","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 5 NEWPARK, NEWTOWNPARK AVE, BLACKROCK","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 6, 64 MOUNT JOY SQ WEST, DUBLIN 1","Dublin 1","Dublin","€257,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","FIONNRADHARC, THE BAILY, HOWTH","Dublin 13","Dublin","€995,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","No.8, Larkfield Dale, Clay Farm","Dublin 18","Dublin","€449,339.21","No","Yes","New Dwelling house /Apartment",""
"10/02/2019","22 MOUNT PROSPECT LAWNS, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€935,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","1 MALACHI RD, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","10 The Rosefinch, Barnageeragh Cove, Skerries","","Dublin","€475,770.00","No","Yes","New Dwelling house /Apartment",""
"11/02/2019","10 WOODSCAPE, FINNSTOWN PRIORY, DUBLIN","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","106 THE ASH, GRANGE HALL, BALLINTEER DUBLIN 16","Dublin 16","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","108 BROADFORD AVE, BALLINTEER, DUBLIN 16","Dublin 16","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","114 ROYAL CANAL COURT, ROYAL CANAL WAY, ASHTOWN","","Dublin","€251,101.00","No","Yes","New Dwelling house /Apartment",""
"11/02/2019","11A INBHIR IDE DRIVE, MALAHIDE, CO DUBLIN","","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","12 CITYWEST VILLAGE GREEN SOUTH, CITYWEST VILLAGE, CITYWEST","Dublin 24","Dublin","€317,180.61","No","Yes","New Dwelling house /Apartment",""
"11/02/2019","12 HOLYWELL VIEW, FELTRIM, SWORDS","","Dublin","€302,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","12 WALKINSTOWN PARADE, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","14 COLTHURST MEWS, LUCAN, DUBLIN","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","14 RIVERWOOD HALL, CASTLEKNOCK, DUBLIN","Dublin 15","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","14 TANDY COURT, CHRISTCHURCH, DUBLIN 8","Dublin 15","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","16 BERWICK HALL, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","160 DRUMCONDRA RD UPPER, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€645,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","17 CARRIGMORE OAK, SAGGART, DUBLIN","Dublin 24","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","19 CHIPPING TERRACE, ONGAR VILLAGE, CLONEE","Dublin 15","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","2 COUNDON COURT, KILLINEY AVE, KILLINEY","","Dublin","€780,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","20 CASTLEGRANGE CLOSE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€229,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","20 THE METROPOLITAN, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","208 ST ATTRACTA RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","26 MAYWOOD CRESCENT, RAHENY, DUBLIN 5","Dublin 5","Dublin","€585,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","27 BOROIMHE ASPEN, FORREST RD, SWORDS","","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","28 KILCLARE CRESCENT, JOBSTOWN, DUBLIN 24","Dublin 24","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","3 KILAKEE WALK, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin","€182,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","30 EDEN CRESCENT, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","33 Northwood Green, Santry","Dublin 9","Dublin","€205,035.24","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/02/2019","34 Northwood Green, Santry","Dublin 9","Dublin","€142,632.60","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/02/2019","35 Northwood Green, Santry","Dublin 9","Dublin","€205,035.24","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/02/2019","35 VICTORIA ST, PORTOBELLO, DUBLIN 8","Dublin 8","Dublin","€565,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","36 Northwood Green, Santry","Dublin 9","Dublin","€205,035.24","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/02/2019","37 Northwood Green, Santry","Dublin 9","Dublin","€142,632.60","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/02/2019","38 Northwood Green, Santry","Dublin 9","Dublin","€205,035.24","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/02/2019","4 GLENCAIRN OAKS, THE GALLOPS, LEOPARDSTOWN DUBLIN 18","Dublin 18","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","43 LANESBOROUGH MEWS, MEAKSTOWN, FINGLAS DUBLIN 11","Dublin 11","Dublin","€198,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","48A WILLOW PARK RD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€152,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","5 NEW ROW, CHAPELIZOD, DUBLIN 20","Dublin 20","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","5 SANDYCOVE AVE WEST, SANDYCOVE, DUBLIN","","Dublin","€1,485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","5 ST MAIGNENNS, TERRACE, OLD KILMAINHAM RD DUBLIN 8","Dublin 8","Dublin","€393,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","52  SHREWSBURY, DONNYBROOK CASTLE, DUBLIN 4","Dublin 4","Dublin","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","59 ROWLAGH AVE, CLONDALKIN, DUBLIN 24","Dublin 22","Dublin","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","59 SALTHILL APTS, SALTHILL, DUN LAOGHAOIRE","","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","64 GROVE PARK AVENUE, BALLYMUN, DUBLIN 11","Dublin 11","Dublin","€403,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","7 FINN ST, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","8 Cedarview, Northwood, Santry Demense","","Dublin","€485,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"11/02/2019","8 HANSTED DALE, LUCAN, DUBLIN","","Dublin","€235,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","89 BROOMBRIDGE RD, CABRA WEST, DUBLIN 7","Dublin 7","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","9 HAGANS COURT, BAGGOT ST LOWER, DUBLIN 2","Dublin 2","Dublin","€59,600.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","Apartment 20 Ardilaun Court, Sybil Hill Road, Raheny","Dublin 5","Dublin","€427,113.13","No","Yes","New Dwelling house /Apartment",""
"11/02/2019","APT 132 TEMPLE COURT, NORTHWOOD, SANTRY","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","APT 17, 18 LOWER BAGGOT STREET, DUBLIN 2","Dublin 2","Dublin","€1,350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","APT 6 IVY COURT, BLOCK B IVY COURT COMPLEX, HARCOURT RD DUBLIN 2","Dublin 2","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2019","GLENBEG, ST THOMAS RD, MT MERRION","","Dublin","€1,350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/02/2019","11 BALLYOWEN SQ, BALLYOWEN LANE, LUCAN","","Dublin","€278,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/02/2019","111 WESTEND VILLAGE, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/02/2019","12 ELMFIELD DR, CLAREHALL, DONAGHMEDE DUBLIN 13","Dublin 13","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
